tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,NK,apoptosis,CR→AR,CR,AR,0.117424,0.094515,-19.5,↓,0.1,NS,9/9,3,3,0.4142857142857143
Blood,B,apoptosis,NL→IT,NL,IT,0.058041,0.070601,21.6,↑,0.095238,†,21/25,5,5,0.306878
Blood,B,apoptosis,NL→IA,NL,IA,0.058041,0.076226,31.3,↑,0.015873,*,20/20,5,4,0.11507925000000001
Blood,B,apoptosis,NL→AR,NL,AR,0.058041,0.083644,44.1,↑,0.035714,*,15/15,5,3,0.207466
Blood,B,apoptosis,NL→CR,NL,CR,0.058041,0.084041,44.8,↑,0.035714,*,15/15,5,3,0.17288833333333334
Blood,B,apoptosis,IT→IA,IT,IA,0.070601,0.076226,8.0,↑,0.190476,NS,16/20,5,4,0.6904755
Blood,B,apoptosis,IA→AR,IA,AR,0.076226,0.083644,9.7,↑,0.4,NS,9/12,4,3,0.6444444444444445
Blood,B,apoptosis,CR→AR,CR,AR,0.084041,0.083644,-0.5,↓,1.0,NS,4/9,3,3,1.0
Blood,PlasmaB,apoptosis,NL→IT,NL,IT,0.113738,0.087553,-23.0,↓,0.547619,NS,16/25,5,5,0.7218614090909091
Blood,PlasmaB,apoptosis,NL→IA,NL,IA,0.113738,0.064067,-43.7,↓,0.412698,NS,14/20,5,4,0.748015125
Blood,PlasmaB,apoptosis,NL→AR,NL,AR,0.113738,0.109917,-3.4,↓,1.0,NS,8/15,5,3,1.0
Blood,PlasmaB,apoptosis,NL→CR,NL,CR,0.113738,0.139811,22.9,↑,0.785714,NS,9/15,5,3,0.8439150370370371
Blood,PlasmaB,apoptosis,IT→IA,IT,IA,0.087553,0.064067,-26.8,↓,0.111111,NS,17/20,5,4,0.9936334444444445
Blood,PlasmaB,apoptosis,IA→AR,IA,AR,0.064067,0.109917,71.6,↑,0.057143,†,12/12,4,3,0.30129945454545454
Blood,PlasmaB,apoptosis,CR→AR,CR,AR,0.139811,0.109917,-21.4,↓,0.1,NS,9/9,3,3,0.32222222222222224
Blood,Myeloid,cancer_associated,NL→IT,NL,IT,0.00798,0.007665,-3.9,↓,0.730159,NS,12/20,4,5,0.8822754583333333
Blood,Myeloid,cancer_associated,NL→IA,NL,IA,0.00798,0.013465,68.7,↑,1.0,NS,8/16,4,4,1.0
Blood,Myeloid,cancer_associated,NL→AR,NL,AR,0.00798,0.009029,13.2,↑,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,cancer_associated,NL→CR,NL,CR,0.00798,0.007255,-9.1,↓,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,cancer_associated,IT→IA,IT,IA,0.007665,0.013465,75.7,↑,0.730159,NS,12/20,5,4,1.0
Blood,Myeloid,cancer_associated,IA→AR,IA,AR,0.013465,0.009029,-32.9,↓,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,cancer_associated,CR→AR,CR,AR,0.007255,0.009029,24.5,↑,0.1,NS,9/9,3,3,0.4142857142857143
Blood,CD4_T,cancer_associated,NL→IT,NL,IT,0.02649,0.021864,-17.5,↓,1.0,NS,13/25,5,5,1.0
Blood,CD4_T,cancer_associated,NL→IA,NL,IA,0.02649,0.018238,-31.2,↓,0.555556,NS,13/20,5,4,0.8479538947368422
Blood,CD4_T,cancer_associated,NL→AR,NL,AR,0.02649,0.021028,-20.6,↓,1.0,NS,7/15,5,3,1.0
Blood,CD4_T,cancer_associated,NL→CR,NL,CR,0.02649,0.013964,-47.3,↓,0.142857,NS,13/15,5,3,0.5576923076923077
Blood,CD4_T,cancer_associated,IT→IA,IT,IA,0.021864,0.018238,-16.6,↓,0.555556,NS,13/20,5,4,0.9717814074074074
Blood,CD4_T,cancer_associated,IA→AR,IA,AR,0.018238,0.021028,15.3,↑,0.628571,NS,8/12,4,3,0.9206350740740741
Blood,CD4_T,cancer_associated,CR→AR,CR,AR,0.013964,0.021028,50.6,↑,0.1,NS,9/9,3,3,0.4833333333333334
Blood,CD8_T,cancer_associated,NL→IT,NL,IT,0.025245,0.018173,-28.0,↓,1.0,NS,13/25,5,5,1.0
Blood,CD8_T,cancer_associated,NL→IA,NL,IA,0.025245,0.013452,-46.7,↓,0.555556,NS,13/20,5,4,0.8950624444444445
Blood,CD8_T,cancer_associated,NL→AR,NL,AR,0.025245,0.012437,-50.7,↓,0.392857,NS,11/15,5,3,0.8763733076923077
Blood,CD8_T,cancer_associated,NL→CR,NL,CR,0.025245,0.010074,-60.1,↓,0.392857,NS,11/15,5,3,0.7595235333333333
Blood,CD8_T,cancer_associated,IT→IA,IT,IA,0.018173,0.013452,-26.0,↓,0.285714,NS,15/20,5,4,0.7978828
Blood,CD8_T,cancer_associated,IA→AR,IA,AR,0.013452,0.012437,-7.5,↓,1.0,NS,6/12,4,3,1.0
Blood,CD8_T,cancer_associated,CR→AR,CR,AR,0.010074,0.012437,23.5,↑,0.4,NS,7/9,3,3,0.58
Blood,NK,cancer_associated,NL→IT,NL,IT,0.003655,0.004004,9.6,↑,0.84127,NS,14/25,5,5,0.84127
Blood,NK,cancer_associated,NL→IA,NL,IA,0.003655,0.007482,104.7,↑,0.111111,NS,17/20,5,4,0.26851825
Blood,NK,cancer_associated,NL→AR,NL,AR,0.003655,0.003961,8.4,↑,1.0,NS,8/15,5,3,1.0
Blood,NK,cancer_associated,NL→CR,NL,CR,0.003655,0.00404,10.6,↑,0.785714,NS,9/15,5,3,0.8439150370370371
Blood,NK,cancer_associated,IT→IA,IT,IA,0.004004,0.007482,86.9,↑,0.111111,NS,17/20,5,4,0.26851825
Blood,NK,cancer_associated,IA→AR,IA,AR,0.007482,0.003961,-47.1,↓,0.228571,NS,10/12,4,3,0.7365065555555556
Blood,NK,cancer_associated,CR→AR,CR,AR,0.00404,0.003961,-2.0,↓,1.0,NS,4/9,3,3,1.0
Blood,B,cancer_associated,NL→IT,NL,IT,0.01573,0.015629,-0.6,↓,1.0,NS,12/25,5,5,1.0
Blood,B,cancer_associated,NL→IA,NL,IA,0.01573,0.015388,-2.2,↓,1.0,NS,10/20,5,4,1.0
Blood,B,cancer_associated,NL→AR,NL,AR,0.01573,0.011136,-29.2,↓,0.392857,NS,11/15,5,3,0.6701678235294118
Blood,B,cancer_associated,NL→CR,NL,CR,0.01573,0.011147,-29.1,↓,0.392857,NS,11/15,5,3,0.5425168095238095
Blood,B,cancer_associated,IT→IA,IT,IA,0.015629,0.015388,-1.5,↓,1.0,NS,10/20,5,4,1.0
Blood,B,cancer_associated,IA→AR,IA,AR,0.015388,0.011136,-27.6,↓,0.114286,NS,11/12,4,3,0.5523799166666666
Blood,B,cancer_associated,CR→AR,CR,AR,0.011147,0.011136,-0.1,↓,1.0,NS,4/9,3,3,1.0
Blood,PlasmaB,cancer_associated,NL→IT,NL,IT,0.013128,0.004434,-66.2,↓,0.440686,NS,10/25,5,5,0.687825052631579
Blood,PlasmaB,cancer_associated,NL→IA,NL,IA,0.013128,0.005355,-59.2,↓,0.708624,NS,8/20,5,4,0.8469844400000001
Blood,PlasmaB,cancer_associated,NL→AR,NL,AR,0.013128,0.001801,-86.3,↓,1.0,NS,6/15,5,3,1.0
Blood,PlasmaB,cancer_associated,NL→CR,NL,CR,0.013128,0.005156,-60.7,↓,0.759982,NS,6/15,5,3,0.8439150370370371
Blood,PlasmaB,cancer_associated,IT→IA,IT,IA,0.004434,0.005355,20.8,↑,0.15939,NS,16/20,5,4,0.9936334444444445
Blood,PlasmaB,cancer_associated,IA→AR,IA,AR,0.005355,0.001801,-66.4,↓,0.228571,NS,10/12,4,3,0.4142849375
Blood,PlasmaB,cancer_associated,CR→AR,CR,AR,0.005156,0.001801,-65.1,↓,0.2,NS,8/9,3,3,0.4142857142857143
Blood,Myeloid,cell_cycle,NL→IT,NL,IT,0.044926,0.030944,-31.1,↓,0.063492,†,18/20,4,5,0.15343900000000002
Blood,Myeloid,cell_cycle,NL→IA,NL,IA,0.044926,0.050543,12.5,↑,0.885714,NS,7/16,4,4,0.9879117692307692
Blood,Myeloid,cell_cycle,NL→AR,NL,AR,0.044926,0.039145,-12.9,↓,0.857143,NS,7/12,4,3,0.9206350740740741
Blood,Myeloid,cell_cycle,NL→CR,NL,CR,0.044926,0.045251,0.7,↑,0.857143,NS,5/12,4,3,0.9560441153846153
Blood,Myeloid,cell_cycle,IT→IA,IT,IA,0.030944,0.050543,63.3,↑,0.730159,NS,12/20,5,4,1.0
Blood,Myeloid,cell_cycle,IA→AR,IA,AR,0.050543,0.039145,-22.6,↓,0.857143,NS,7/12,4,3,1.0
Blood,Myeloid,cell_cycle,CR→AR,CR,AR,0.045251,0.039145,-13.5,↓,0.7,NS,6/9,3,3,0.8458333333333333
Blood,CD4_T,cell_cycle,NL→IT,NL,IT,0.028638,0.019809,-30.8,↓,0.420635,NS,17/25,5,5,0.7175538235294118
Blood,CD4_T,cell_cycle,NL→IA,NL,IA,0.028638,0.031864,11.3,↑,0.904762,NS,11/20,5,4,1.0
Blood,CD4_T,cell_cycle,NL→AR,NL,AR,0.028638,0.02045,-28.6,↓,0.392857,NS,11/15,5,3,0.6329362777777777
Blood,CD4_T,cell_cycle,NL→CR,NL,CR,0.028638,0.023899,-16.5,↓,0.785714,NS,9/15,5,3,0.9494044166666668
Blood,CD4_T,cell_cycle,IT→IA,IT,IA,0.019809,0.031864,60.9,↑,0.190476,NS,16/20,5,4,0.7891148571428571
Blood,CD4_T,cell_cycle,IA→AR,IA,AR,0.031864,0.02045,-35.8,↓,0.628571,NS,8/12,4,3,0.9206350740740741
Blood,CD4_T,cell_cycle,CR→AR,CR,AR,0.023899,0.02045,-14.4,↓,0.7,NS,6/9,3,3,1.0
Blood,CD8_T,cell_cycle,NL→IT,NL,IT,0.02557,0.01906,-25.5,↓,0.547619,NS,16/25,5,5,0.9101729090909091
Blood,CD8_T,cell_cycle,NL→IA,NL,IA,0.02557,0.026224,2.6,↑,1.0,NS,10/20,5,4,1.0
Blood,CD8_T,cell_cycle,NL→AR,NL,AR,0.02557,0.019334,-24.4,↓,0.785714,NS,9/15,5,3,1.0
Blood,CD8_T,cell_cycle,NL→CR,NL,CR,0.02557,0.026031,1.8,↑,0.785714,NS,9/15,5,3,0.9906828695652173
Blood,CD8_T,cell_cycle,IT→IA,IT,IA,0.01906,0.026224,37.6,↑,0.412698,NS,14/20,5,4,0.7978828
Blood,CD8_T,cell_cycle,IA→AR,IA,AR,0.026224,0.019334,-26.3,↓,0.4,NS,9/12,4,3,0.9666666666666668
Blood,CD8_T,cell_cycle,CR→AR,CR,AR,0.026031,0.019334,-25.7,↓,0.1,NS,9/9,3,3,0.32222222222222224
Blood,NK,cell_cycle,NL→IT,NL,IT,0.029569,0.020274,-31.4,↓,0.222222,NS,19/25,5,5,0.460317
Blood,NK,cell_cycle,NL→IA,NL,IA,0.029569,0.026297,-11.1,↓,0.730159,NS,12/20,5,4,0.7562361071428572
Blood,NK,cell_cycle,NL→AR,NL,AR,0.029569,0.019902,-32.7,↓,0.392857,NS,11/15,5,3,0.6701678235294118
Blood,NK,cell_cycle,NL→CR,NL,CR,0.029569,0.024408,-17.5,↓,0.785714,NS,9/15,5,3,0.8439150370370371
Blood,NK,cell_cycle,IT→IA,IT,IA,0.020274,0.026297,29.7,↑,0.111111,NS,17/20,5,4,0.26851825
Blood,NK,cell_cycle,IA→AR,IA,AR,0.026297,0.019902,-24.3,↓,0.4,NS,9/12,4,3,0.7733333333333333
Blood,NK,cell_cycle,CR→AR,CR,AR,0.024408,0.019902,-18.5,↓,0.1,NS,9/9,3,3,0.4142857142857143
Blood,B,cell_cycle,NL→IT,NL,IT,0.039853,0.041404,3.9,↑,0.690476,NS,15/25,5,5,1.0
Blood,B,cell_cycle,NL→IA,NL,IA,0.039853,0.046873,17.6,↑,0.555556,NS,13/20,5,4,0.7323238181818182
Blood,B,cell_cycle,NL→AR,NL,AR,0.039853,0.041174,3.3,↑,0.785714,NS,9/15,5,3,0.8763733076923077
Blood,B,cell_cycle,NL→CR,NL,CR,0.039853,0.044834,12.5,↑,0.785714,NS,9/15,5,3,0.8439150370370371
Blood,B,cell_cycle,IT→IA,IT,IA,0.041404,0.046873,13.2,↑,0.111111,NS,17/20,5,4,0.5370365
Blood,B,cell_cycle,IA→AR,IA,AR,0.046873,0.041174,-12.2,↓,0.228571,NS,10/12,4,3,0.5523799166666666
Blood,B,cell_cycle,CR→AR,CR,AR,0.044834,0.041174,-8.2,↓,0.1,NS,9/9,3,3,0.2416666666666667
Blood,PlasmaB,cell_cycle,NL→IT,NL,IT,0.083868,0.04028,-52.0,↓,0.309524,NS,18/25,5,5,0.687825052631579
Blood,PlasmaB,cell_cycle,NL→IA,NL,IA,0.083868,0.049149,-41.4,↓,0.412698,NS,14/20,5,4,0.748015125
Blood,PlasmaB,cell_cycle,NL→AR,NL,AR,0.083868,0.037028,-55.8,↓,0.392857,NS,11/15,5,3,1.0
Blood,PlasmaB,cell_cycle,NL→CR,NL,CR,0.083868,0.051569,-38.5,↓,0.571429,NS,10/15,5,3,0.8285720499999999
Blood,PlasmaB,cell_cycle,IT→IA,IT,IA,0.04028,0.049149,22.0,↑,0.904762,NS,11/20,5,4,1.0
Blood,PlasmaB,cell_cycle,IA→AR,IA,AR,0.049149,0.037028,-24.7,↓,0.628571,NS,8/12,4,3,0.72914236
Blood,PlasmaB,cell_cycle,CR→AR,CR,AR,0.051569,0.037028,-28.2,↓,0.4,NS,7/9,3,3,0.6444444444444445
Blood,Myeloid,checkpoint,NL→IT,NL,IT,0.018195,0.005745,-68.4,↓,0.111111,NS,17/20,4,5,0.2148146
Blood,Myeloid,checkpoint,NL→IA,NL,IA,0.018195,0.009897,-45.6,↓,0.485714,NS,11/16,4,4,0.8285709411764707
Blood,Myeloid,checkpoint,NL→AR,NL,AR,0.018195,0.005801,-68.1,↓,0.228571,NS,10/12,4,3,0.6025962727272728
Blood,Myeloid,checkpoint,NL→CR,NL,CR,0.018195,0.00729,-59.9,↓,0.4,NS,9/12,4,3,0.6823529411764707
Blood,Myeloid,checkpoint,IT→IA,IT,IA,0.005745,0.009897,72.3,↑,1.0,NS,10/20,5,4,1.0
Blood,Myeloid,checkpoint,IA→AR,IA,AR,0.009897,0.005801,-41.4,↓,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,checkpoint,CR→AR,CR,AR,0.00729,0.005801,-20.4,↓,0.7,NS,6/9,3,3,0.8458333333333333
Blood,CD4_T,checkpoint,NL→IT,NL,IT,0.068567,0.027025,-60.6,↓,0.055556,†,22/25,5,5,0.402781
Blood,CD4_T,checkpoint,NL→IA,NL,IA,0.068567,0.045915,-33.0,↓,0.412698,NS,14/20,5,4,0.8479538947368422
Blood,CD4_T,checkpoint,NL→AR,NL,AR,0.068567,0.024184,-64.7,↓,0.142857,NS,13/15,5,3,0.6329362777777777
Blood,CD4_T,checkpoint,NL→CR,NL,CR,0.068567,0.02472,-63.9,↓,0.071429,†,14/15,5,3,0.51786025
Blood,CD4_T,checkpoint,IT→IA,IT,IA,0.027025,0.045915,69.9,↑,0.904762,NS,11/20,5,4,0.9717814074074074
Blood,CD4_T,checkpoint,IA→AR,IA,AR,0.045915,0.024184,-47.3,↓,0.857143,NS,5/12,4,3,0.9206350740740741
Blood,CD4_T,checkpoint,CR→AR,CR,AR,0.02472,0.024184,-2.2,↓,1.0,NS,5/9,3,3,1.0
Blood,CD8_T,checkpoint,NL→IT,NL,IT,0.077534,0.037587,-51.5,↓,0.031746,*,23/25,5,5,0.23015850000000002
Blood,CD8_T,checkpoint,NL→IA,NL,IA,0.077534,0.081072,4.6,↑,0.412698,NS,6/20,5,4,0.8950624444444445
Blood,CD8_T,checkpoint,NL→AR,NL,AR,0.077534,0.046567,-39.9,↓,0.142857,NS,13/15,5,3,0.8763733076923077
Blood,CD8_T,checkpoint,NL→CR,NL,CR,0.077534,0.028118,-63.7,↓,0.035714,*,15/15,5,3,0.517853
Blood,CD8_T,checkpoint,IT→IA,IT,IA,0.037587,0.081072,115.7,↑,1.0,NS,10/20,5,4,1.0
Blood,CD8_T,checkpoint,IA→AR,IA,AR,0.081072,0.046567,-42.6,↓,1.0,NS,6/12,4,3,1.0
Blood,CD8_T,checkpoint,CR→AR,CR,AR,0.028118,0.046567,65.6,↑,0.1,NS,9/9,3,3,0.32222222222222224
Blood,NK,checkpoint,NL→IT,NL,IT,0.081634,0.055766,-31.7,↓,0.015873,*,24/25,5,5,0.0920634
Blood,NK,checkpoint,NL→IA,NL,IA,0.081634,0.056695,-30.6,↓,0.063492,†,18/20,5,4,0.20458533333333334
Blood,NK,checkpoint,NL→AR,NL,AR,0.081634,0.049252,-39.7,↓,0.035714,*,15/15,5,3,0.12946325
Blood,NK,checkpoint,NL→CR,NL,CR,0.081634,0.048586,-40.5,↓,0.071429,†,14/15,5,3,0.29592014285714285
Blood,NK,checkpoint,IT→IA,IT,IA,0.055766,0.056695,1.7,↑,0.904762,NS,9/20,5,4,0.9717814074074074
Blood,NK,checkpoint,IA→AR,IA,AR,0.056695,0.049252,-13.1,↓,1.0,NS,6/12,4,3,1.0
Blood,NK,checkpoint,CR→AR,CR,AR,0.048586,0.049252,1.4,↑,0.7,NS,6/9,3,3,1.0
Blood,B,checkpoint,NL→IT,NL,IT,0.036398,0.007987,-78.1,↓,0.031746,*,23/25,5,5,0.2013905
Blood,B,checkpoint,NL→IA,NL,IA,0.036398,0.01217,-66.6,↓,0.111111,NS,17/20,5,4,0.34523775
Blood,B,checkpoint,NL→AR,NL,AR,0.036398,0.006018,-83.5,↓,0.035714,*,15/15,5,3,0.207466
Blood,B,checkpoint,NL→CR,NL,CR,0.036398,0.009399,-74.2,↓,0.142857,NS,13/15,5,3,0.453125
Blood,B,checkpoint,IT→IA,IT,IA,0.007987,0.01217,52.4,↑,0.285714,NS,15/20,5,4,0.9206340000000001
Blood,B,checkpoint,IA→AR,IA,AR,0.01217,0.006018,-50.5,↓,0.228571,NS,10/12,4,3,0.5523799166666666
Blood,B,checkpoint,CR→AR,CR,AR,0.009399,0.006018,-36.0,↓,0.4,NS,7/9,3,3,0.6823529411764707
Blood,PlasmaB,checkpoint,NL→IT,NL,IT,5.5e-05,0.004963,9004.6,↑,0.263552,NS,15/25,5,5,0.687825052631579
Blood,PlasmaB,checkpoint,NL→IA,NL,IA,5.5e-05,0.008509,15509.9,↑,0.017451,*,20/20,5,4,0.37737119999999996
Blood,PlasmaB,checkpoint,NL→AR,NL,AR,5.5e-05,0.001113,1941.7,↑,1.0,NS,5/15,5,3,1.0
Blood,PlasmaB,checkpoint,NL→CR,NL,CR,5.5e-05,0.013793,25204.0,↑,0.031395,*,15/15,5,3,0.3457766666666667
Blood,PlasmaB,checkpoint,IT→IA,IT,IA,0.004963,0.008509,71.5,↑,0.268341,NS,15/20,5,4,0.9936334444444445
Blood,PlasmaB,checkpoint,IA→AR,IA,AR,0.008509,0.001113,-86.9,↓,0.108408,NS,11/12,4,3,0.30129945454545454
Blood,PlasmaB,checkpoint,CR→AR,CR,AR,0.013793,0.001113,-91.9,↓,0.076523,†,9/9,3,3,0.32222222222222224
Blood,Myeloid,cytotoxicity,NL→IT,NL,IT,0.011397,0.004029,-64.6,↓,0.031746,*,19/20,4,5,0.10229266666666667
Blood,Myeloid,cytotoxicity,NL→IA,NL,IA,0.011397,0.004942,-56.6,↓,0.028571,*,16/16,4,4,0.13809316666666666
Blood,Myeloid,cytotoxicity,NL→AR,NL,AR,0.011397,0.005347,-53.1,↓,0.114286,NS,11/12,4,3,0.41428675
Blood,Myeloid,cytotoxicity,NL→CR,NL,CR,0.011397,0.005611,-50.8,↓,0.057143,†,12/12,4,3,0.2367352857142857
Blood,Myeloid,cytotoxicity,IT→IA,IT,IA,0.004029,0.004942,22.7,↑,0.412698,NS,14/20,5,4,1.0
Blood,Myeloid,cytotoxicity,IA→AR,IA,AR,0.004942,0.005347,8.2,↑,0.628571,NS,8/12,4,3,1.0
Blood,Myeloid,cytotoxicity,CR→AR,CR,AR,0.005611,0.005347,-4.7,↓,1.0,NS,5/9,3,3,1.0
Blood,CD4_T,cytotoxicity,NL→IT,NL,IT,0.136274,0.076833,-43.6,↓,0.690476,NS,15/25,5,5,0.9101729090909091
Blood,CD4_T,cytotoxicity,NL→IA,NL,IA,0.136274,0.119215,-12.5,↓,1.0,NS,10/20,5,4,1.0
Blood,CD4_T,cytotoxicity,NL→AR,NL,AR,0.136274,0.059673,-56.2,↓,0.392857,NS,11/15,5,3,0.6329362777777777
Blood,CD4_T,cytotoxicity,NL→CR,NL,CR,0.136274,0.059252,-56.5,↓,0.392857,NS,11/15,5,3,0.6329362777777777
Blood,CD4_T,cytotoxicity,IT→IA,IT,IA,0.076833,0.119215,55.2,↑,0.555556,NS,13/20,5,4,0.9717814074074074
Blood,CD4_T,cytotoxicity,IA→AR,IA,AR,0.119215,0.059673,-49.9,↓,0.4,NS,9/12,4,3,0.9206350740740741
Blood,CD4_T,cytotoxicity,CR→AR,CR,AR,0.059252,0.059673,0.7,↑,1.0,NS,4/9,3,3,1.0
Blood,CD8_T,cytotoxicity,NL→IT,NL,IT,0.258674,0.208545,-19.4,↓,0.690476,NS,15/25,5,5,0.9101729090909091
Blood,CD8_T,cytotoxicity,NL→IA,NL,IA,0.258674,0.272465,5.3,↑,0.730159,NS,12/20,5,4,0.9717814074074074
Blood,CD8_T,cytotoxicity,NL→AR,NL,AR,0.258674,0.314602,21.6,↑,0.392857,NS,11/15,5,3,0.8763733076923077
Blood,CD8_T,cytotoxicity,NL→CR,NL,CR,0.258674,0.202506,-21.7,↓,1.0,NS,8/15,5,3,1.0
Blood,CD8_T,cytotoxicity,IT→IA,IT,IA,0.208545,0.272465,30.7,↑,0.555556,NS,13/20,5,4,0.9477131764705884
Blood,CD8_T,cytotoxicity,IA→AR,IA,AR,0.272465,0.314602,15.5,↑,1.0,NS,6/12,4,3,1.0
Blood,CD8_T,cytotoxicity,CR→AR,CR,AR,0.202506,0.314602,55.4,↑,0.2,NS,8/9,3,3,0.4461538461538462
Blood,NK,cytotoxicity,NL→IT,NL,IT,0.605604,0.645632,6.6,↑,0.309524,NS,18/25,5,5,0.4986775555555556
Blood,NK,cytotoxicity,NL→IA,NL,IA,0.605604,0.624917,3.2,↑,0.555556,NS,13/20,5,4,0.6712968333333335
Blood,NK,cytotoxicity,NL→AR,NL,AR,0.605604,0.634297,4.7,↑,0.571429,NS,10/15,5,3,0.789116238095238
Blood,NK,cytotoxicity,NL→CR,NL,CR,0.605604,0.567753,-6.3,↓,0.571429,NS,10/15,5,3,0.8285720499999999
Blood,NK,cytotoxicity,IT→IA,IT,IA,0.645632,0.624917,-3.2,↓,0.412698,NS,14/20,5,4,0.5984121
Blood,NK,cytotoxicity,IA→AR,IA,AR,0.624917,0.634297,1.5,↑,0.857143,NS,5/12,4,3,0.9942858800000001
Blood,NK,cytotoxicity,CR→AR,CR,AR,0.567753,0.634297,11.7,↑,0.1,NS,9/9,3,3,0.4142857142857143
Blood,B,cytotoxicity,NL→IT,NL,IT,0.007409,0.004865,-34.3,↓,1.0,NS,13/25,5,5,1.0
Blood,B,cytotoxicity,NL→IA,NL,IA,0.007409,0.005966,-19.5,↓,1.0,NS,10/20,5,4,1.0
Blood,B,cytotoxicity,NL→AR,NL,AR,0.007409,0.006814,-8.0,↓,1.0,NS,7/15,5,3,1.0
Blood,B,cytotoxicity,NL→CR,NL,CR,0.007409,0.00425,-42.6,↓,0.764228,NS,9/15,5,3,0.8439150370370371
Blood,B,cytotoxicity,IT→IA,IT,IA,0.004865,0.005966,22.6,↑,0.730159,NS,12/20,5,4,1.0
Blood,B,cytotoxicity,IA→AR,IA,AR,0.005966,0.006814,14.2,↑,0.857143,NS,5/12,4,3,1.0
Blood,B,cytotoxicity,CR→AR,CR,AR,0.00425,0.006814,60.3,↑,1.0,NS,5/9,3,3,1.0
Blood,PlasmaB,cytotoxicity,NL→IT,NL,IT,0.017412,0.076292,338.2,↑,0.036145,*,23/25,5,5,0.34523775
Blood,PlasmaB,cytotoxicity,NL→IA,NL,IA,0.017412,0.066713,283.1,↑,0.065064,†,18/20,5,4,0.37737119999999996
Blood,PlasmaB,cytotoxicity,NL→AR,NL,AR,0.017412,0.018207,4.6,↑,0.548595,NS,10/15,5,3,1.0
Blood,PlasmaB,cytotoxicity,NL→CR,NL,CR,0.017412,0.040133,130.5,↑,0.230243,NS,12/15,5,3,0.6041666666666666
Blood,PlasmaB,cytotoxicity,IT→IA,IT,IA,0.076292,0.066713,-12.6,↓,0.730159,NS,12/20,5,4,1.0
Blood,PlasmaB,cytotoxicity,IA→AR,IA,AR,0.066713,0.018207,-72.7,↓,0.114286,NS,11/12,4,3,0.30129945454545454
Blood,PlasmaB,cytotoxicity,CR→AR,CR,AR,0.040133,0.018207,-54.6,↓,0.2,NS,8/9,3,3,0.4142857142857143
Blood,Myeloid,epigenetics,NL→IT,NL,IT,0.02623,0.035853,36.7,↑,0.015873,*,20/20,4,5,0.06575957142857143
Blood,Myeloid,epigenetics,NL→IA,NL,IA,0.02623,0.036944,40.8,↑,0.028571,*,16/16,4,4,0.13809316666666666
Blood,Myeloid,epigenetics,NL→AR,NL,AR,0.02623,0.038107,45.3,↑,0.4,NS,9/12,4,3,0.6105263157894737
Blood,Myeloid,epigenetics,NL→CR,NL,CR,0.02623,0.0403,53.6,↑,0.057143,†,12/12,4,3,0.2367352857142857
Blood,Myeloid,epigenetics,IT→IA,IT,IA,0.035853,0.036944,3.0,↑,0.904762,NS,9/20,5,4,1.0
Blood,Myeloid,epigenetics,IA→AR,IA,AR,0.036944,0.038107,3.1,↑,0.857143,NS,7/12,4,3,1.0
Blood,Myeloid,epigenetics,CR→AR,CR,AR,0.0403,0.038107,-5.4,↓,1.0,NS,5/9,3,3,1.0
Blood,CD4_T,epigenetics,NL→IT,NL,IT,0.045365,0.047815,5.4,↑,0.84127,NS,14/25,5,5,0.9758732
Blood,CD4_T,epigenetics,NL→IA,NL,IA,0.045365,0.046295,2.0,↑,1.0,NS,10/20,5,4,1.0
Blood,CD4_T,epigenetics,NL→AR,NL,AR,0.045365,0.050071,10.4,↑,0.785714,NS,9/15,5,3,0.8763733076923077
Blood,CD4_T,epigenetics,NL→CR,NL,CR,0.045365,0.045269,-0.2,↓,1.0,NS,8/15,5,3,1.0
Blood,CD4_T,epigenetics,IT→IA,IT,IA,0.047815,0.046295,-3.2,↓,0.904762,NS,9/20,5,4,0.9717814074074074
Blood,CD4_T,epigenetics,IA→AR,IA,AR,0.046295,0.050071,8.2,↑,0.857143,NS,7/12,4,3,0.9206350740740741
Blood,CD4_T,epigenetics,CR→AR,CR,AR,0.045269,0.050071,10.6,↑,0.4,NS,7/9,3,3,0.8285714285714286
Blood,CD8_T,epigenetics,NL→IT,NL,IT,0.039026,0.047853,22.6,↑,0.547619,NS,16/25,5,5,0.9101729090909091
Blood,CD8_T,epigenetics,NL→IA,NL,IA,0.039026,0.046144,18.2,↑,0.730159,NS,12/20,5,4,0.9717814074074074
Blood,CD8_T,epigenetics,NL→AR,NL,AR,0.039026,0.045246,15.9,↑,1.0,NS,8/15,5,3,1.0
Blood,CD8_T,epigenetics,NL→CR,NL,CR,0.039026,0.050696,29.9,↑,0.571429,NS,10/15,5,3,0.920635611111111
Blood,CD8_T,epigenetics,IT→IA,IT,IA,0.047853,0.046144,-3.6,↓,0.730159,NS,12/20,5,4,1.0
Blood,CD8_T,epigenetics,IA→AR,IA,AR,0.046144,0.045246,-1.9,↓,0.857143,NS,7/12,4,3,1.0
Blood,CD8_T,epigenetics,CR→AR,CR,AR,0.050696,0.045246,-10.8,↓,0.4,NS,7/9,3,3,0.58
